local_filename,category,source_page_url,original_url,download_url,download_variant,download_width,download_height,title,author,credit,license,license_url,mime,width,height,sha256,review_disposition,review_note,collected_at
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-6a7c85790448.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_07.JPG","https://upload.wikimedia.org/wikipedia/commons/9/9e/Morong%2CBataanjf7085_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/9/9e/Morong%2CBataanjf7085_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 07.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","6c9e05c8b1881762c4f90d8b96140ead085898422f91acd46b8ad36a560f7d0b","hard_negative_candidate","Visual review: indoor/painted turtle display or museum signage; do not use as a hatchery-positive image.","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-575fa69ef1a8.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_08.JPG","https://upload.wikimedia.org/wikipedia/commons/f/f8/Morong%2CBataanjf7085_08.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/f/f8/Morong%2CBataanjf7085_08.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 08.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","b37ae8a424ee96845f670386eaddc68f2dfc033e543636dcf03750392fdfe58c","hard_negative_candidate","Visual review: indoor/painted turtle display or museum signage; do not use as a hatchery-positive image.","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-0a5e3d1d5f8e.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_09.JPG","https://upload.wikimedia.org/wikipedia/commons/8/86/Morong%2CBataanjf7085_09.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/8/86/Morong%2CBataanjf7085_09.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 09.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","88e4ae0d2f075a575fc58ba2aeee65bc6befbd8ce261af0b9573bba8e8efff25","hard_negative_candidate","Visual review: indoor/painted turtle display or museum signage; do not use as a hatchery-positive image.","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-dad09d6aa271.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_10.JPG","https://upload.wikimedia.org/wikipedia/commons/7/78/Morong%2CBataanjf7085_10.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/7/78/Morong%2CBataanjf7085_10.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 10.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","b443087ebc78b8aa9708a5dacdbb3f03842ebcaa2a252290cd344ccd03beea3e","hard_negative_candidate","Visual review: indoor/painted turtle display or museum signage; do not use as a hatchery-positive image.","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-0c16969f5675.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_11.JPG","https://upload.wikimedia.org/wikipedia/commons/6/64/Morong%2CBataanjf7085_11.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/6/64/Morong%2CBataanjf7085_11.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 11.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","30799086c50b7528c99109b0ea27136e3fd12599bd71e9896c6bd9ad159d3a65","hard_negative_candidate","Visual review: indoor/painted turtle display or museum signage; do not use as a hatchery-positive image.","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-ad7bdcb024d1.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7085_12.JPG","https://upload.wikimedia.org/wikipedia/commons/7/72/Morong%2CBataanjf7085_12.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/7/72/Morong%2CBataanjf7085_12.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7085 12.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","dfbc8a561acc47c6bf939cad86b366993beb9c7d2869391a0cc5143ae61827f3","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-5fa53598a53f.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_01.JPG","https://upload.wikimedia.org/wikipedia/commons/a/a5/Morong%2CBataanjf7136_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/a/a5/Morong%2CBataanjf7136_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","3456","4608","File:Morong,Bataanjf7136 01.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","3456","4608","53cb469259aeaef40b0a8b1e794d4b2cfdc1771ab3d5e7ab394b318f46b56cf2","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-3e08ba676ba8.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_02.JPG","https://upload.wikimedia.org/wikipedia/commons/1/1e/Morong%2CBataanjf7136_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/1/1e/Morong%2CBataanjf7136_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","3456","4608","File:Morong,Bataanjf7136 02.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","3456","4608","1e570120e76845adcbc40297139765efab1076576ce69965f2488571614b8269","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-ec72f1c8b901.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_03.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2f/Morong%2CBataanjf7136_03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/2/2f/Morong%2CBataanjf7136_03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7136 03.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","21273ba90fd01a0068b7044d13e0d964341e81833a50097d387c206f31435fbc","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-5f53393c1a5c.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_04.JPG","https://upload.wikimedia.org/wikipedia/commons/2/22/Morong%2CBataanjf7136_04.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/2/22/Morong%2CBataanjf7136_04.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7136 04.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","ad9147342734e007ddaed97f0047f5ce05a529288e3a2d709aec3c0a1fdb0991","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-839a4ec5bec2.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_05.JPG","https://upload.wikimedia.org/wikipedia/commons/8/8c/Morong%2CBataanjf7136_05.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/8/8c/Morong%2CBataanjf7136_05.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7136 05.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","b91a0779f1cfb6f5f3320325e31f8278dd4e47b51d92555e35735a1555a1d870","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-5ae9cfab98d3.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_06.JPG","https://upload.wikimedia.org/wikipedia/commons/8/8b/Morong%2CBataanjf7136_06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/8/8b/Morong%2CBataanjf7136_06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7136 06.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","fe9e8d60e906cb228aa94a459d19d82e848998a3a45f4ae460c6311f52239246","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-f71dc772e72c.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morong,Bataanjf7136_07.JPG","https://upload.wikimedia.org/wikipedia/commons/9/94/Morong%2CBataanjf7136_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/9/94/Morong%2CBataanjf7136_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morong,Bataanjf7136 07.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","4f5dc87d60a540ea51988dd99b8bd7c059e129cfb277457f84eb6899f495d539","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-a6e13f7a87d6.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_01.JPG","https://upload.wikimedia.org/wikipedia/commons/b/b2/Morongjf7073_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/b/b2/Morongjf7073_01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morongjf7073 01.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","d09d6b654af2ce946ae9eb1575a2042b4c511126e340899177ebd2817ad57121","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-77d113f5a8d6.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_02.JPG","https://upload.wikimedia.org/wikipedia/commons/1/13/Morongjf7073_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/1/13/Morongjf7073_02.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morongjf7073 02.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","170f2824d5abb04a8c6da523d5a371cc34f8d2879358c0570ca6fc8b3c288e47","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-4258d8abdb47.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_03.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2f/Morongjf7073_03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/2/2f/Morongjf7073_03.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morongjf7073 03.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","b0f90916e8d9b5d523324fd3fc346d399dbfa559ec0c659c05e22dc4e3984630","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-7d7e41e01d91.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_04.JPG","https://upload.wikimedia.org/wikipedia/commons/d/de/Morongjf7073_04.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/d/de/Morongjf7073_04.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morongjf7073 04.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","4164aeef03defba44774901736620f22e42e1acac7902b1c3ac2f1dfc561869a","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-533a0b8e8231.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_05.JPG","https://upload.wikimedia.org/wikipedia/commons/e/e7/Morongjf7073_05.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/e/e7/Morongjf7073_05.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","original","4608","3456","File:Morongjf7073 05.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","ef23c5678a3f7ed28d99ca9318ddf8ba82eb85fc68c8ab829f04cbefcc0d2c45","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-ddb32c3fc5cd.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_06.JPG","https://upload.wikimedia.org/wikipedia/commons/2/23/Morongjf7073_06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Morongjf7073_06.JPG/3840px-Morongjf7073_06.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","thumbnail_2048","2048","1536","File:Morongjf7073 06.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","35a7c848eca8c30d3b468d5d2ab8c4c939a4b15a3c0641cb919bcab2c5495b82","needs_human_review","","2026-08-14T03:42:27Z"
"raw/commons-approved/pawikan-conservation-center/pawikan-conservation-center-3f7271757f79.jpg","Category:Pawikan Conservation Center","https://commons.wikimedia.org/wiki/File:Morongjf7073_07.JPG","https://upload.wikimedia.org/wikipedia/commons/8/84/Morongjf7073_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original","https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Morongjf7073_07.JPG/3840px-Morongjf7073_07.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail","thumbnail_2048","2048","1536","File:Morongjf7073 07.JPG","Ramon FVelasquez","Own work","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0","image/jpeg","4608","3456","4db2e753981e60ee1656896765943ae91f24721f8fd82424c6389ab3a2f7a55c","needs_human_review","","2026-08-14T03:42:27Z"
